"","site","file_id","site_id","start_date","end_date","benzene","benzene_flag","toluene","toluene_flag","etbenz","etbenz_flag","xylenes","xylenes_flag","btex","btex_flag","mpxylene","mpxylene_flag","oxylene","oxylene_flag","trichlorofluoromethane","trichlorofluoromethane_flag","hexane","hexane_flag","hexane2methyl","hexane2methyl_flag","heptane","heptane_flag","heptane3methyl","heptane3methyl_flag","octane","octane_flag","tce","tce_flag","nonane","nonane_flag","propylbenzene","propylbenzene_flag","benz1ethyl3methyl","benz1ethyl3methyl_flag","benz1ethyl4methyl","benz1ethyl4methyl_flag","decane","decane_flag","mesitylene","mesitylene_flag","benz1ethyl2methyl","benz1ethyl2methyl_flag","benz12chloro","benz12chloro_flag","undecane","undecane_flag","dodecane","dodecane_flag","butane_2_methyl","butane_2_methyl_flag","x2_pentene_z_cis","x2_pentene_z_cis_flag","x1_3_butadiene_2_methyl","x1_3_butadiene_2_methyl_flag","pentane_2_methyl","pentane_2_methyl_flag","pentane_3_methyl","pentane_3_methyl_flag","x1_hexene","x1_hexene_flag","pentane_2_4_dimethyl","pentane_2_4_dimethyl_flag","trichloromethane","trichloromethane_flag","hexane_3_methyl","hexane_3_methyl_flag","carbon_tetrachloride","carbon_tetrachloride_flag","cyclohexane_methyl","cyclohexane_methyl_flag","pentane_2_3_4_trimethyl","pentane_2_3_4_trimethyl_flag","methyl_isobutyl_ketone","methyl_isobutyl_ketone_flag","x2_hexanone","x2_hexanone_flag","benzene_1_2_3_trimethyl","benzene_1_2_3_trimethyl_flag","benzene_1_4_diethyl","benzene_1_4_diethyl_flag","site_type","lat","long","site_color","season","week","sample_length","tot_weeks"
"110","Bartram’s Garden","P733859 092923",1,2023-09-20 09:51:00,2023-09-27 09:40:00,0.2,"REG",0.241,"REG",0.054,"REG",0.409,"REG",0.904,"REG",0.341,"REG",0.068,"REG",0.142,"REG",0.1,"REG",0.06,"REG",0.052,"REG",0.034,"LOD",0.006,"ND",0.018,"REG",0.01,"ND",0.012,"LOD",0.024,"LOD",0.011,"LOD",0.02,"LOD",0.033,"REG",0.005,"LOD",0.026,"REG",0.02,"LOD",0.007,"LOD","9.6000000000000002E-2","REG","5.0000000000000001E-3","ND","1.9E-2","REG","0.60499999999999998","REG","0.20200000000000001","REG","7.0000000000000001E-3","ND","3.5000000000000003E-2","LOD","2.8000000000000001E-2","REG","0.13300000000000001","REG","0.27200000000000002","REG","0.105","REG","2.4E-2","LOD","0","ND","2E-3","ND","1.0999999999999999E-2","LOD","7.0000000000000001E-3","ND","stationary","39.92896"," -75.212541","#e377c3","Summer","392023",1,47
"111","Essington & Mingo","P733860 092923",2,2023-09-20 10:24:00,2023-09-27 09:54:00,0.262,"REG",0.415,"REG",0.094,"REG",0.755,"REG",1.526,"REG",0.625,"REG",0.13,"REG",0.152,"REG",0.273,"REG",0.139,"REG",0.129,"REG",0.081,"REG",0.026,"REG",0.018,"REG",0.01,"ND",0.024,"LOD",0.045,"REG",0.023,"LOD",0.025,"LOD",0.05,"REG",0.012,"LOD",0.015,"LOD",0.026,"ND",0.007,"LOD","0.21","ULOD","3.1E-2","REG","1.2999999999999999E-2","REG","2.028","REG","0.70199999999999996","REG","5.0999999999999997E-2","REG","9.5000000000000001E-2","REG","2.8000000000000001E-2","REG","0.30299999999999999","REG","0.25800000000000001","REG","0.251","REG","6.6000000000000003E-2","REG","0","ND","2E-3","ND","1.9E-2","LOD","7.0000000000000001E-3","ND","stationary","39.90131732"," -75.2250262","#7f7f7f","Summer","392023",1,44
"112","61st & Passyunk","P733877 092923",3,2023-09-20 10:55:00,2023-09-27 09:59:00,0.294,"REG",0.645,"REG",0.159,"REG",1.413,"REG",2.511,"REG",1.161,"REG",0.252,"REG",0.147,"REG",0.26,"REG",0.186,"REG",0.181,"REG",0.163,"REG",0.059,"REG",0.013,"REG",0.017,"REG",0.042,"LOD",0.098,"REG",0.038,"REG",0.049,"REG",0.108,"REG",0.029,"LOD",0.015,"LOD",0.054,"LOD",0.018,"LOD","0.16700000000000001","REG","1.0999999999999999E-2","LOD","1.2999999999999999E-2","REG","1.615","REG","0.59199999999999997","REG","7.0000000000000001E-3","ND","0.108","REG","2.8000000000000001E-2","REG","0.40100000000000002","REG","0.27300000000000002","REG","0.35699999999999998","REG","0.10299999999999999","REG","0","ND","2E-3","ND","3.7999999999999999E-2","REG","2.7E-2","LOD","stationary","39.91820446"," -75.2085474","#8c564c","Summer","392023",1,46
"113","28th & Passyunk","P733880 092923",4,2023-09-20 11:26:00,2023-09-27 10:05:00,0.282,"REG",0.37,"REG",0.095,"REG",0.821,"REG",1.568,"REG",0.679,"REG",0.142,"REG",0.152,"REG",0.174,"REG",0.127,"REG",0.162,"REG",0.128,"REG",0.147,"REG",0.013,"REG",0.103,"REG",0.024,"LOD",0.056,"REG",0.026,"LOD",0.04,"LOD",0.067,"REG",0.016,"LOD",0.021,"LOD",0.041,"LOD",0.018,"LOD","0.21099999999999999","ULOD","1.0999999999999999E-2","LOD","3.0000000000000001E-3","ND","1.333","REG","0.51100000000000001","REG","7.0000000000000001E-3","ND","0.122","REG","2.8000000000000001E-2","REG","0.317","REG","0.25900000000000001","REG","0.442","REG","0.109","REG","0","ND","2E-3","ND","2.3E-2","LOD","1.4999999999999999E-2","LOD","stationary","39.92061091"," -75.1955879","#d62727","Summer","392023",1,47
"114","Morris & Point Breeze","P733881 092923",7,2023-09-20 11:52:00,2023-09-27 10:19:00,0.264,"REG",0.332,"REG",0.08,"REG",0.632,"REG",1.308,"REG",0.522,"REG",0.11,"REG",0.153,"REG",0.127,"REG",0.08,"REG",0.079,"REG",0.058,"LOD",0.005,"REG",0.013,"REG",0.01,"ND",0.018,"LOD",0.042,"LOD",0.019,"LOD",0.03,"LOD",0.05,"REG",0.012,"LOD",0.06,"REG",0.034,"LOD",0.018,"LOD","0.124","REG","5.0000000000000001E-3","ND","1.2999999999999999E-2","REG","0.80100000000000005","REG","0.27600000000000002","REG","7.0000000000000001E-3","ND","5.1999999999999998E-2","REG","3.6999999999999998E-2","REG","0.17100000000000001","REG","0.27400000000000002","REG","0.14799999999999999","REG","4.2000000000000003E-2","LOD","0","ND","2E-3","ND","1.9E-2","LOD","1.2E-2","LOD","stationary","39.93094655"," -75.1829941","#bcbd21","Summer","392023",1,45
"115","25th & Point Breeze","P733891 092923",6,2023-09-20 12:01:00,2023-09-27 10:27:00,0.233,"REG",0.354,"REG",0.075,"REG",0.62,"REG",1.282,"REG",0.515,"REG",0.105,"REG",0.153,"REG",0.114,"REG",0.093,"REG",0.085,"REG",0.058,"LOD",0.014,"REG",0.022,"REG",0.01,"ND",0.018,"LOD",0.039,"LOD",0.015,"LOD",0.025,"LOD",0.042,"REG",0.009,"LOD",0.032,"REG",0.027,"LOD",0.007,"LOD","0.107","REG","5.0000000000000001E-3","ND","3.0000000000000001E-3","ND","0.70599999999999996","REG","0.23499999999999999","REG","2.8000000000000001E-2","REG","4.9000000000000002E-2","REG","2.8000000000000001E-2","REG","0.20799999999999999","REG","0.27400000000000002","REG","0.158","REG","4.2000000000000003E-2","LOD","0","ND","2E-3","ND","1.4999999999999999E-2","LOD","8.9999999999999993E-3","LOD","stationary","39.92771763"," -75.1873965","#ff7f0f","Summer","392023",1,47
"116","28th & Point Breeze","P733892 092923",5,2023-09-20 12:08:00,2023-09-27 10:34:00,0.251,"REG",0.345,"REG",0.08,"REG",0.639,"REG",1.315,"REG",0.529,"REG",0.11,"REG",0.148,"REG",0.134,"REG",0.087,"REG",0.092,"REG",0.058,"LOD",0.03,"REG",0.013,"REG",0.012,"REG",0.018,"LOD",0.039,"LOD",0.019,"LOD",0.035,"LOD",0.042,"REG",0.009,"LOD",0.026,"REG",0.027,"LOD",0.013,"LOD","0.13300000000000001","REG","4.0000000000000001E-3","LOD","1.2999999999999999E-2","REG","0.877","REG","0.30599999999999999","REG","2.8000000000000001E-2","REG","6.2E-2","REG","2.8000000000000001E-2","REG","0.19500000000000001","REG","0.27400000000000002","REG","0.14799999999999999","REG","4.9000000000000002E-2","LOD","0","ND","2E-3","ND","1.9E-2","LOD","8.9999999999999993E-3","LOD","stationary","39.92624784"," -75.1923165","#9467bd","Summer","392023",1,47
"117","24th & Ritner","P733893 092923",8,2023-09-20 12:16:00,2023-09-27 10:44:00,0.283,"REG",0.392,"REG",0.085,"REG",0.686,"REG",1.446,"REG",0.565,"REG",0.121,"REG",0.162,"REG",0.154,"REG",0.1,"REG",0.111,"REG",0.07,"LOD",0.039,"REG",0.018,"REG",0.027,"REG",0.024,"LOD",0.046,"REG",0.019,"LOD",0.045,"LOD",0.05,"REG",0.012,"LOD",0.032,"REG",0.034,"LOD",0.013,"LOD","0.14499999999999999","REG","5.0000000000000001E-3","ND","1.2999999999999999E-2","REG","0.91500000000000004","REG","0.317","REG","2.8000000000000001E-2","REG","6.2E-2","REG","3.6999999999999998E-2","REG","0.23200000000000001","REG","0.28799999999999998","REG","0.21099999999999999","REG","5.5E-2","REG","0","ND","2E-3","ND","1.9E-2","LOD","1.2E-2","LOD","stationary","39.92296389"," -75.186874","#1f77b4","Summer","392023",1,46
"118","26th & Hartranft","P733895 092923",9,2023-09-20 12:29:00,2023-09-27 10:55:00,0.276,"REG",0.371,"REG",0.11,"REG",0.928,"REG",1.685,"REG",0.765,"REG",0.163,"REG",0.167,"REG",0.214,"REG",0.18,"REG",0.214,"REG",0.188,"REG",0.097,"REG",0.013,"REG",0.074,"REG",0.042,"LOD",0.077,"REG",0.034,"REG",0.118,"REG",0.092,"REG",0.026,"LOD",0.015,"LOD",0.154,"REG",0.105,"REG","0.21199999999999999","ULOD","1.0999999999999999E-2","LOD","3.0000000000000001E-3","ND","2.2320000000000002","REG","0.93300000000000005","REG","6.2E-2","REG","0.20200000000000001","REG","3.6999999999999998E-2","REG","0.44","REG","0.27400000000000002","REG","0.86399999999999999","REG","0.19400000000000001","REG","0","ND","2E-3","ND","3.4000000000000002E-2","LOD","3.1E-2","REG","stationary","39.91327125"," -75.1922011","#2ba02b","Summer","392023",1,44
"119","Bartram’s Garden","P733897 101223",1,2023-09-27 09:38:00,2023-10-04 10:21:00,0.282,"REG",0.418,"REG",0.093,"REG",0.728,"REG",1.521,"REG",0.598,"REG",0.13,"REG",0.08,"REG",0.224,"REG",0.105,"REG",0.117,"REG",0.07,"LOD",0.033,"REG",0.018,"REG",0.009,"REG",0.024,"LOD",0.049,"REG",0.022,"LOD",0.033,"LOD",0.049,"REG",0.017,"LOD",0.043,"REG",0.026,"LOD",0.012,"LOD","7.6999999999999999E-2","REG","5.0000000000000001E-3","ND","3.5000000000000003E-2","REG","1.073","REG","0.375","REG","2.8000000000000001E-2","REG","5.8999999999999997E-2","REG","3.6999999999999998E-2","REG","0.24099999999999999","REG","0.28399999999999997","REG","0.20699999999999999","REG","0.06","REG","0","ND","2E-3","ND","1.9E-2","LOD","1.2E-2","LOD","stationary","39.92896"," -75.212541","#e377c3","Summer","402023",1,47
"120","Essington & Mingo","P733898 101223",2,2023-09-27 09:54:00,2023-10-04 10:37:00,0.362,"REG",0.578,"REG",0.128,"REG",1.082,"REG",2.15,"REG",0.895,"REG",0.187,"REG",0.075,"REG",0.323,"REG",0.177,"REG",0.18,"REG",0.116,"REG",0.066,"REG",0.022,"REG",0.061,"REG",0.03,"LOD",0.066,"REG",0.019,"LOD",0.053,"REG",0.073,"REG",0.024,"LOD",0.021,"LOD",0.053,"LOD",0.028,"LOD","0.21199999999999999","ULOD","1.2E-2","REG","1.7999999999999999E-2","REG","1.6930000000000001","REG","0.61799999999999999","REG","8.5000000000000006E-2","REG","8.2000000000000003E-2","REG","3.6999999999999998E-2","REG","0.38600000000000001","REG","0.27","REG","0.25900000000000001","REG","8.4000000000000005E-2","REG","0","ND","2E-3","ND","2.5999999999999999E-2","LOD","1.7999999999999999E-2","LOD","stationary","39.90131732"," -75.2250262","#7f7f7f","Summer","402023",1,44
"121","61st & Passyunk","P733899 101223",3,2023-09-27 09:59:00,2023-10-04 10:43:00,0.418,"REG",0.725,"REG",0.177,"REG",1.51,"REG",2.83,"REG",1.24,"REG",0.27,"REG",0.066,"REG",0.389,"REG",0.21,"REG",0.225,"REG",0.186,"REG",0.066,"REG",0.022,"REG",0.037,"REG",0.054,"LOD",0.104,"REG",0.041,"REG",0.067,"REG",0.114,"REG",0.041,"REG",0.021,"LOD",0.059,"LOD",0.034,"LOD","0.19700000000000001","REG","5.0000000000000001E-3","ND","3.0000000000000001E-3","ND","1.825","REG","0.66900000000000004","REG","7.3999999999999996E-2","REG","9.5000000000000001E-2","REG","3.6999999999999998E-2","REG","0.47","REG","0.25600000000000001","REG","0.39400000000000002","REG","0.12","REG","0","ND","2E-3","ND","4.4999999999999998E-2","REG","0.03","REG","stationary","39.91820446"," -75.2085474","#8c564c","Summer","402023",1,46
"122","28th & Passyunk","P733900 101323",4,2023-09-27 10:04:00,2023-10-04 10:52:00,0.399,"REG",0.531,"REG",0.153,"REG",1.51,"REG",2.593,"REG",1.24,"REG",0.27,"REG",0.071,"REG",0.691,"REG",0.394,"REG",0.403,"REG",0.407,"REG",0.132,"REG",0.026,"REG",0.103,"REG",0.054,"LOD",0.107,"REG",0.056,"REG",0.086,"REG",0.164,"REG",0.048,"REG",0.021,"LOD",0.105,"REG",0.06,"REG","0.21199999999999999","ULOD","1.2E-2","REG","2.8000000000000001E-2","REG","3.9119999999999999","REG","1.5489999999999999","REG","9.6000000000000002E-2","REG","0.223","REG","3.6999999999999998E-2","REG","0.97499999999999998","REG","0.25600000000000001","REG","1.5680000000000001","REG","0.52100000000000002","REG","0","ND","2E-3","ND","5.1999999999999998E-2","REG","4.4999999999999998E-2","REG","stationary","39.92061091"," -75.1955879","#d62727","Summer","402023",1,47
"123","28th & Point Breeze","P733885 101223",5,2023-09-27 10:34:00,2023-10-04 11:00:00,0.338,"REG",0.516,"REG",0.123,"REG",1.055,"REG",2.032,"REG",0.868,"REG",0.187,"REG",0.057,"REG",0.343,"REG",0.184,"REG",0.213,"REG",0.163,"REG",0.153,"REG",0.022,"REG",0.127,"REG",0.036,"LOD",0.069,"REG",0.03,"REG",0.062,"REG",0.082,"REG",0.027,"LOD",0.032,"REG",0.059,"LOD",0.039,"LOD","0.21199999999999999","ULOD","5.0000000000000001E-3","REG","1.7999999999999999E-2","REG","1.7529999999999999","REG","0.65","REG","5.0999999999999997E-2","REG","9.9000000000000005E-2","REG","3.6999999999999998E-2","REG","0.42199999999999999","REG","0.25600000000000001","REG","0.50900000000000001","REG","0.192","REG","0","ND","2E-3","ND","0.03","LOD","2.1000000000000001E-2","LOD","stationary","39.92624784"," -75.1923165","#9467bd","Summer","402023",1,47
"124","24th & Ritner","P733886 101223",8,2023-09-27 10:42:00,2023-10-04 11:48:00,0.392,"REG",0.547,"REG",0.137,"REG",1.144,"REG",2.22,"REG",0.942,"REG",0.202,"REG",0.066,"REG",0.375,"REG",0.203,"REG",0.263,"REG",0.209,"REG",0.103,"REG",0.018,"REG",0.112,"REG",0.042,"LOD",0.083,"REG",0.037,"REG",0.139,"REG",0.106,"REG",0.034,"LOD",0.026,"REG",0.145,"REG",0.05,"LOD","0.21099999999999999","ULOD","5.0000000000000001E-3","REG","3.0000000000000001E-3","ND","1.9339999999999999","REG","0.68700000000000006","REG","7.3999999999999996E-2","REG","0.14399999999999999","REG","3.6999999999999998E-2","REG","0.46899999999999997","REG","0.255","REG","0.67300000000000004","REG","0.33500000000000002","REG","0","ND","2E-3","ND","4.1000000000000002E-2","REG","2.7E-2","LOD","stationary","39.92296389"," -75.186874","#1f77b4","Summer","402023",1,46
"125","Morris & Point Breeze","P733882 101223",7,2023-09-27 10:19:00,2023-10-04 12:10:00,0.409,"REG",0.587,"REG",0.147,"REG",1.227,"REG",2.37,"REG",1.015,"REG",0.212,"REG",0.079,"REG",0.406,"REG",0.196,"REG",0.217,"REG",0.162,"REG",0.062,"REG",0.017,"REG",0.051,"REG",0.042,"LOD",0.079,"REG",0.037,"REG",0.076,"REG",0.089,"REG",0.03,"LOD",0.064,"REG",0.085,"REG",0.055,"REG","0.21","ULOD","1.7999999999999999E-2","REG","3.1E-2","REG","1.9630000000000001","REG","0.69399999999999995","REG","7.2999999999999995E-2","REG","0.11799999999999999","REG","3.6999999999999998E-2","REG","0.443","REG","0.26800000000000002","REG","0.41199999999999998","REG","0.22","REG","0","ND","2E-3","ND","3.6999999999999998E-2","REG","2.4E-2","LOD","stationary","39.93094655"," -75.1829941","#bcbd21","Summer","402023",1,45
"126","25th & Point Breeze","P733883 101223",6,2023-09-27 10:29:00,2023-10-04 12:14:00,0.33,"REG",0.491,"REG",0.112,"REG",0.942,"REG",1.875,"REG",0.777,"REG",0.165,"REG",0.075,"REG",0.327,"REG",0.176,"REG",0.186,"REG",0.139,"REG",0.058,"REG",0.017,"REG",0.042,"REG",0.03,"LOD",0.059,"REG",0.026,"LOD",0.062,"REG",0.073,"REG",0.024,"LOD",0.032,"REG",0.052,"LOD",0.023,"LOD","0.21","ULOD","5.0000000000000001E-3","REG","2.8000000000000001E-2","REG","1.6830000000000001","REG","0.60399999999999998","REG","5.0999999999999997E-2","REG","0.121","REG","3.6999999999999998E-2","REG","0.40699999999999997","REG","0.26800000000000002","REG","0.41199999999999998","REG","0.23799999999999999","REG","0","ND","2E-3","ND","2.5999999999999999E-2","LOD","1.7999999999999999E-2","LOD","stationary","39.92771763"," -75.1873965","#ff7f0f","Summer","402023",1,47
"127","26th & Hartranft","P726602 101223",9,2023-09-27 10:55:00,2023-10-04 12:26:00,0.361,"REG",0.492,"REG",0.142,"REG",1.226,"REG",2.221,"REG",1.003,"REG",0.223,"REG",0.084,"REG",0.347,"REG",0.196,"REG",0.224,"REG",0.197,"REG",0.099,"REG",0.022,"REG",0.126,"REG",0.06,"REG",0.114,"REG",0.056,"REG",0.196,"REG",0.138,"REG",0.051,"REG",0.015,"LOD",0.275,"REG",0.193,"REG","0.21099999999999999","ULOD","1.2E-2","REG","2.5000000000000001E-2","REG","2.004","REG","0.80700000000000005","REG","5.0999999999999997E-2","REG","0.124","REG","3.6999999999999998E-2","REG","0.48","REG","0.26900000000000002","REG","0.62","REG","0.191","REG","0","ND","2E-3","ND","5.1999999999999998E-2","REG","5.0999999999999997E-2","REG","stationary","39.91327125"," -75.1922011","#2ba02b","Summer","402023",1,44
"128","Bartram’s Garden","P726604 101323",1,2023-10-04 10:24:00,2023-10-11 08:54:00,0.34,"REG",0.464,"REG",0.104,"REG",0.821,"REG",1.729,"REG",0.674,"REG",0.147,"REG",0.142,"REG",0.332,"REG",0.145,"REG",0.15,"REG",0.117,"REG",0.025,"REG",0.018,"REG",0.01,"ND",0.03,"LOD",0.056,"REG",0.023,"LOD",0.038,"LOD",0.066,"REG",0.021,"LOD",0.065,"REG",0.033,"LOD",0.012,"LOD","0.21299999999999999","ULOD","2.5000000000000001E-2","REG","3.5000000000000003E-2","REG","1.669","REG","0.54100000000000004","REG","5.0999999999999997E-2","REG","7.0000000000000007E-2","REG","4.7E-2","REG","0.32800000000000001","REG","0.28699999999999998","REG","0.28199999999999997","REG","8.5000000000000006E-2","REG","7.0000000000000001E-3","REG","2E-3","ND","2.3E-2","LOD","1.4999999999999999E-2","LOD","stationary","39.92896"," -75.212541","#e377c3","Summer","412023",1,47
"129","Essington & Mingo","P726605 101323",2,2023-10-04 10:36:00,2023-10-11 09:06:00,0.359,"REG",0.515,"REG",0.104,"REG",0.885,"REG",1.863,"REG",0.738,"REG",0.147,"REG",0.133,"REG",0.285,"REG",0.139,"REG",0.143,"REG",0.082,"REG",0.046,"REG",0.027,"REG",0.042,"REG",0.024,"LOD",0.045,"REG",0.023,"LOD",0.033,"LOD",0.049,"REG",0.021,"LOD",0.021,"LOD",0.033,"LOD",0.018,"LOD","0.21299999999999999","ULOD","1.2E-2","REG","3.0000000000000001E-3","ND","1.651","REG","0.623","REG","7.0000000000000001E-3","ND","0.08","REG","3.6999999999999998E-2","REG","0.316","REG","0.315","REG","0.20899999999999999","REG","6.6000000000000003E-2","REG","0","ND","2E-3","ND","1.9E-2","LOD","7.0000000000000001E-3","ND","stationary","39.90131732"," -75.2250262","#7f7f7f","Summer","412023",1,44
"130","61st & Passyunk","P726606 101323",3,2023-10-04 10:43:00,2023-10-11 09:11:00,0.428,"REG",0.786,"REG",0.169,"REG",1.446,"REG",2.829,"REG",1.194,"REG",0.252,"REG",0.119,"REG",0.584,"REG",0.272,"REG",0.304,"REG",0.211,"REG",0.083,"REG",0.022,"REG",0.047,"REG",0.042,"LOD",0.091,"REG",0.041,"REG",0.058,"REG",0.107,"REG",0.034,"LOD",0.021,"LOD",0.053,"LOD",0.028,"LOD","0.21299999999999999","ULOD","3.9E-2","REG","2.1999999999999999E-2","REG","2.7130000000000001","REG","0.96","REG","7.0000000000000001E-3","ND","0.13600000000000001","REG","4.7E-2","REG","0.59499999999999997","REG","0.28699999999999998","REG","0.57599999999999996","REG","0.16300000000000001","REG","0","ND","2E-3","ND","3.7999999999999999E-2","REG","2.7E-2","LOD","stationary","39.91820446"," -75.2085474","#8c564c","Summer","412023",1,46
"131","28th & Passyunk","P726607 101323",4,2023-10-04 10:51:00,2023-10-11 09:16:00,0.484,"REG",0.804,"REG",0.229,"REG",2.725,"REG",4.242,"REG",2.269,"REG",0.456,"REG",0.104,"REG",1.342,"REG",0.743,"REG",0.664,"REG",0.75,"REG",0.216,"REG",0.022,"REG",0.184,"REG",0.079,"REG",0.189,"REG",0.102,"REG",0.102,"REG",0.315,"REG",0.076,"REG",0.021,"LOD",0.1,"REG",0.05,"LOD","0.214","ULOD","5.8999999999999997E-2","REG","1.9E-2","REG","5.694","ULOD","3.0659999999999998","ULOD","0.223","REG","0.378","REG","5.6000000000000001E-2","REG","1.786","REG","0.27200000000000002","REG","2.2330000000000001","REG","0.55600000000000005","REG","0","ND","2E-3","ND","9.0999999999999998E-2","REG","7.0000000000000001E-3","ND","stationary","39.92061091"," -75.1955879","#d62727","Summer","412023",1,47
"132","Wharton Park","P733863 101323",13,2023-10-04 12:05:00,2023-10-11 09:29:00,0.324,"REG",0.407,"REG",0.09,"REG",0.739,"REG",1.56,"REG",0.607,"REG",0.132,"REG",0.124,"REG",0.294,"REG",0.133,"REG",0.151,"REG",0.094,"REG",0.029,"REG",0.018,"REG",0.023,"REG",0.03,"LOD",0.056,"REG",0.023,"LOD",0.068,"REG",0.066,"REG",0.024,"LOD",0.043,"REG",0.053,"LOD",0.018,"LOD","0.215","ULOD","5.0000000000000001E-3","REG","2.9000000000000001E-2","REG","1.375","REG","0.48299999999999998","REG","2.9000000000000001E-2","REG","5.7000000000000002E-2","REG","4.7E-2","REG","0.30599999999999999","REG","0.28899999999999998","REG","0.252","REG","7.9000000000000001E-2","REG","0","ND","2E-3","ND","2.3E-2","LOD","1.2E-2","LOD","rotating","39.935920"," -75.183090",NA,"Summer","412023",1,6
"133","Morris & Point Breeze","P733864 101323",7,2023-10-04 12:10:00,2023-10-11 09:38:00,0.411,"REG",0.518,"REG",0.11,"REG",0.929,"REG",1.968,"REG",0.765,"REG",0.164,"REG",0.11,"REG",0.354,"REG",0.173,"REG",0.183,"REG",0.118,"REG",0.034,"REG",0.018,"REG",0.013,"REG",0.03,"LOD",0.063,"REG",0.026,"LOD",0.083,"REG",0.074,"REG",0.024,"LOD",0.066,"REG",0.1,"REG",0.067,"REG","0.215","ULOD","1.2E-2","REG","2.1999999999999999E-2","REG","1.6419999999999999","REG","0.56499999999999995","REG","7.0000000000000001E-3","ND","7.2999999999999995E-2","REG","4.7E-2","REG","0.39100000000000001","REG","0.28799999999999998","REG","0.315","REG","9.0999999999999998E-2","REG","0","ND","2E-3","ND","0.03","LOD","2.1000000000000001E-2","LOD","stationary","39.93094655"," -75.1829941","#bcbd21","Summer","412023",1,45
"134","25th & Point Breeze","P733865 101323",6,2023-10-04 12:14:00,2023-10-11 09:43:00,0.424,"REG",0.548,"REG",0.12,"REG",1.01,"REG",2.102,"REG",0.836,"REG",0.174,"REG",0.124,"REG",0.374,"REG",0.22,"REG",0.228,"REG",0.13,"REG",0.067,"REG",0.027,"REG",0.085,"REG",0.03,"LOD",0.063,"REG",0.03,"REG",0.063,"REG",0.074,"REG",0.024,"LOD",0.027,"REG",0.053,"LOD",0.023,"LOD","0.215","ULOD","1.2E-2","REG","2.9000000000000001E-2","REG","1.7749999999999999","REG","0.64800000000000002","REG","5.1999999999999998E-2","REG","8.6999999999999994E-2","REG","4.7E-2","REG","0.501","REG","0.317","REG","0.379","REG","0.13400000000000001","REG","0","ND","2E-3","ND","0.03","LOD","1.7999999999999999E-2","LOD","stationary","39.92771763"," -75.1873965","#ff7f0f","Summer","412023",1,47
"135","28th & Point Breeze","P726608 101323",5,2023-10-04 11:00:00,2023-10-11 09:50:00,0.414,"REG",0.518,"REG",0.114,"REG",0.981,"REG",2.027,"REG",0.808,"REG",0.173,"REG",0.123,"REG",0.378,"REG",0.185,"REG",0.201,"REG",0.164,"REG",0.05,"REG",0.022,"REG",0.028,"REG",0.03,"LOD",0.063,"REG",0.026,"LOD",0.053,"REG",0.074,"REG",0.024,"LOD",0.038,"REG",0.046,"LOD",0.023,"LOD","0.21299999999999999","ULOD","1.9E-2","REG","2.1999999999999999E-2","REG","1.9119999999999999","REG","0.69299999999999995","REG","6.3E-2","REG","8.8999999999999996E-2","REG","4.5999999999999999E-2","REG","0.41199999999999998","REG","0.3","REG","0.40699999999999997","REG","0.16300000000000001","REG","0","ND","2E-3","ND","0.03","LOD","1.7999999999999999E-2","LOD","stationary","39.92624784"," -75.1923165","#9467bd","Summer","412023",1,47
"136","Vare & New Hope","P726609 101323",20,2023-10-04 11:10:00,2023-10-11 09:52:00,0.415,"REG",0.557,"REG",0.124,"REG",1.041,"REG",2.137,"REG",0.858,"REG",0.183,"REG",0.133,"REG",0.378,"REG",0.185,"REG",0.188,"REG",0.152,"REG",0.042,"REG",0.022,"REG",0.018,"REG",0.03,"LOD",0.066,"REG",0.034,"REG",0.048,"LOD",0.074,"REG",0.024,"LOD",0.032,"REG",0.053,"LOD",0.018,"LOD","0.21299999999999999","ULOD","1.9E-2","REG","1.9E-2","REG","1.895","REG","0.69399999999999995","REG","7.3999999999999996E-2","REG","8.3000000000000004E-2","REG","3.6999999999999998E-2","REG","0.41199999999999998","REG","0.30099999999999999","REG","0.36499999999999999","REG","0.127","REG","0","ND","2E-3","ND","8.9999999999999993E-3","ND","7.0000000000000001E-3","ND","rotating","39.92957166"," -75.1962242",NA,"Summer","412023",1,4
"137","Universal Charter School at Vare","P726610 101323",21,2023-10-04 11:34:00,2023-10-11 09:59:00,0.453,"REG",0.6,"REG",0.139,"REG",1.191,"REG",2.383,"REG",0.981,"REG",0.21,"REG",0.119,"REG",0.432,"REG",0.205,"REG",0.22,"REG",0.164,"REG",0.058,"REG",0.022,"REG",0.056,"REG",0.042,"LOD",0.077,"REG",0.038,"REG",0.063,"REG",0.091,"REG",0.031,"LOD",0.038,"REG",0.06,"LOD",0.018,"LOD","0.214","ULOD","2.5000000000000001E-2","REG","3.0000000000000001E-3","ND","2.1070000000000002","REG","0.78700000000000003","REG","6.3E-2","REG","9.2999999999999999E-2","REG","0.112","REG","0.46200000000000002","REG","0.28699999999999998","REG","0.40799999999999997","REG","0.13300000000000001","REG","0","ND","2E-3","ND","3.4000000000000002E-2","LOD","2.1000000000000001E-2","LOD","rotating","39.92640295"," -75.18538637",NA,"Summer","412023",1,4
